code	location	product_ean	store_name
NG	Africa/Lagos	9089698529704	Shagamu
US	America/Chicago	7463736696122	Ada
IN	Asia/Kolkata	4309101688923	Uran
RU	Europe/Moscow	5974851624379	Nizhniy Lomov
US	America/New_York	1806138698961	Clermont
MX	America/Mexico_City	9132737352310	Casa Blanca
IT	Europe/Rome	5244321006708	Villabate
BO	America/La_Paz	6556060531632	Tupiza
PK	Asia/Karachi	4553445747925	Sangla Hill
DE	Europe/Berlin	7111722298514	Losheim
IT	Europe/Rome	5001480042325	Ventimiglia
PH	Asia/Manila	7841196815077	Recodo
IN	Asia/Kolkata	9621732349307	Bhayandar
CL	America/Santiago	5617413112807	Ovalle
MM	Asia/Yangon	3324358284392	Myawadi
US	America/Chicago	9258135759787	Vestavia Hills
MM	Asia/Yangon	2589700721265	Myawadi
JP	Asia/Tokyo	8629607986542	Fujioka
US	America/New_York	0755093769852	Lutz
US	America/Chicago	4650292918109	Longview
SV	America/El_Salvador	1300792293253	Sonzacate
KR	Asia/Seoul	9970942221522	Nonsan
UA	Europe/Kiev	4787279415235	Zvenihorodka
BR	America/Santarem	6076546929284	Altamira
US	America/New_York	6698861904199	Toledo
TR	Europe/Istanbul	0151317659563	Gaziantep
IN	Asia/Kolkata	1333141252625	Gingee
LT	Europe/Vilnius	2147505795340	Ukmerge
DE	Europe/Berlin	0478174466296	Gifhorn
GB	Europe/London	1291702750761	Surbiton
RU	Europe/Moscow	2140878390419	Arzamas
SO	Africa/Mogadishu	2751385197783	Kismayo
US	America/New_York	9118919839374	Collinwood
CD	Africa/Kinshasa	9308232952083	Kasangulu
RU	Asia/Yekaterinburg	3248647336855	Ozersk
US	America/Los_Angeles	4062450620630	Bothell West
NZ	Pacific/Auckland	2793663804914	Timaru
VU	Pacific/Efate	2832954269404	Port-Vila
TR	Europe/Istanbul	2102438707778	Bergama
DE	Europe/Berlin	9962346360723	Finnentrop
XK	Europe/Belgrade	4047076413118	Glogovac
CD	Africa/Lubumbashi	5448488216004	Yangambi
DE	Europe/Berlin	4231263925229	Gifhorn
ES	Europe/Madrid	1474925144771	Jumilla
IN	Asia/Kolkata	4118092042511	Gingee
RU	Europe/Samara	9085679753434	Otradnyy
US	America/New_York	0468353788592	Jersey City
ES	Europe/Madrid	4119294768957	San Juan de Aznalfarache
GB	Europe/London	7895861008240	Belper
GB	Europe/London	8871792394071	Great Wyrley
MG	Indian/Antananarivo	9518141728178	Antanifotsy
IN	Asia/Kolkata	1542352306694	Chamba
RU	Europe/Moscow	6766533265579	Alatyr’
MA	Africa/Casablanca	8900024306220	Temara
ID	Asia/Jakarta	6613442098623	Tebingtinggi
DE	Europe/Berlin	3936138395404	Marburg an der Lahn
DZ	Africa/Algiers	4394206653501	Bordj Zemoura
DE	Europe/Berlin	9734777773973	Bad Segeberg
PH	Asia/Manila	1705497768004	Naga
LY	Africa/Tripoli	6668716080828	Ajdabiya
GB	Europe/London	1016064757162	Leyland
BD	Asia/Dhaka	1381520262840	Kushtia
PH	Asia/Manila	0577948790039	Maasin
ZA	Africa/Johannesburg	8746707774876	Standerton
FR	Europe/Paris	2989521978457	Talence
US	America/New_York	8248433954947	Waterbury
UA	Europe/Kiev	4341133393604	Zvenihorodka
US	America/New_York	9540456845202	Morningside Heights
BR	America/Sao_Paulo	1375981969981	Caldas Novas
RU	Europe/Moscow	5531277758967	Arzamas
UG	Africa/Kampala	2283904890856	Kitgum
JM	America/Jamaica	1603032392816	New Kingston
BR	America/Bahia	9934637862155	Canavieiras
DE	Europe/Berlin	8763437903123	Albstadt
PK	Asia/Karachi	5530351826301	Bhit Shah
CD	Africa/Lubumbashi	3945298085964	Kamina
FR	Europe/Paris	5960177886478	Le Chesnay
US	America/New_York	3964857638779	Greenpoint
MX	America/Mexico_City	9118591680493	Paracho de Verduzco
IN	Asia/Kolkata	0857698754230	Madhipura
VE	America/Caracas	0905108364477	La Victoria
US	America/New_York	2117211633250	Sterling
GB	Europe/London	6250598252099	Walton-on-the-Naze
ES	Europe/Madrid	0249545251793	Leioa
DE	Europe/Berlin	0524791339175	Nidderau
NG	Africa/Lagos	6367613582762	Igbara-Odo
UA	Europe/Kiev	6473310176217	Voznesensk
FR	Europe/Paris	5566484758837	Pamiers
NL	Europe/Amsterdam	4024599158238	Culemborg
KG	Asia/Bishkek	9419924061812	Jalal-Abad
VE	America/Caracas	0108941813731	Ciudad Guayana
CH	Europe/Zurich	2030454191731	Onex
IL	Asia/Jerusalem	0649778006472	Ganei Tikva
UA	Europe/Kiev	6031716184610	Artsyz
PH	Asia/Manila	9756003116620	Masbate
IT	Europe/Rome	0093423609387	Montecchio Maggiore-Alte Ceccato
BR	America/Recife	2035402596293	Recife
GB	Europe/London	4999397259633	Lower Earley
GM	Africa/Banjul	9364931426478	Farafenni
ID	Asia/Jakarta	9746210411601	Pekanbaru
US	America/New_York	8886073733333	Deltona
US	America/Los_Angeles	7019711611026	Watsonville
ES	Europe/Madrid	4829042335088	Reus
BR	America/Sao_Paulo	9215600632723	Marau
IT	Europe/Rome	9267695648868	Sassari
BR	America/Sao_Paulo	4982537473211	Soledade
GB	Europe/London	4891738694434	East Dereham
PH	Asia/Manila	1739722529238	La Trinidad
IN	Asia/Kolkata	9653658065054	Teghra
IN	Asia/Kolkata	1096799811162	Narwar
VE	America/Caracas	1627311739116	La Victoria
FR	Europe/Paris	8473127854108	Colomiers
IT	Europe/Rome	3351255846224	Campobasso
IT	Europe/Rome	3453012925019	Campobasso
SD	Africa/Khartoum	1847827757101	Ar Ruseris
GT	America/Guatemala	5719706439667	Chichicastenango
IN	Asia/Kolkata	6347575220995	Kashipur
ID	Asia/Makassar	0883765339499	Tarakan
CN	Asia/Shanghai	3211401255327	Dongdu
IN	Asia/Kolkata	4958300063910	Chharra
MX	America/Mexico_City	8570553513866	Salvatierra
PH	Asia/Manila	3110752725568	Antipolo
JP	Asia/Tokyo	6644422633923	Hita
US	America/New_York	6712331212673	Acworth
IN	Asia/Kolkata	8487746768159	Kenda
AD	Europe/Andorra	6326338393114	les Escaldes
US	America/Los_Angeles	5916527541436	Redding
BO	America/La_Paz	6133189484805	Tupiza
IN	Asia/Kolkata	7426052593346	Puducherry
BE	Europe/Brussels	7948055084039	Lille
NL	Europe/Amsterdam	1944265354555	Culemborg
FR	Europe/Paris	0492322387448	Gonesse
US	America/Chicago	5311361091329	Fairview Heights
US	America/New_York	2335507135916	Belle Glade
IN	Asia/Kolkata	5943775929167	Talipparamba
US	America/Los_Angeles	2357731872375	Pahrump
IT	Europe/Rome	9666434563408	Misterbianco
FR	Europe/Paris	4888400366584	Saint-Genis-Laval
NL	Europe/Amsterdam	0155339210849	Oldenzaal
IN	Asia/Kolkata	3953396389396	Kenda
BR	America/Bahia	7399590884439	Rio Real
MK	Europe/Skopje	2480780708767	Saraj
MX	America/Mexico_City	8886372926887	Santa Rosa Jauregui
VE	America/Caracas	6544714925418	Tinaquillo
FR	Europe/Paris	6678457033861	Bar-le-Duc
US	America/Chicago	4137759385495	Odessa
NG	Africa/Lagos	6563871499242	Shagamu
AU	Australia/Sydney	9853136669105	Nowra
US	America/New_York	5323592362482	Martinsburg
KE	Africa/Nairobi	9268099091151	Lodwar
IN	Asia/Kolkata	5884261313391	Aistala
FI	Europe/Helsinki	3843552639420	Tornio
AU	Australia/Perth	5255450331449	Willetton
TH	Asia/Bangkok	4771349690103	Tak Bai
PE	America/Lima	5305249319506	Yunguyo
CN	Asia/Shanghai	6023743136229	Laiwu
BR	America/Sao_Paulo	9243847595181	Imbituba
PK	Asia/Karachi	4620758803874	Kanganpur
US	America/Los_Angeles	3141603917962	Watsonville
JP	Asia/Tokyo	6429844381078	Kamakura
BY	Europe/Minsk	7702953648010	Novogrudok
BR	America/Sao_Paulo	1878282470274	Pato Branco
CO	America/Bogota	2581854401741	El Copey
GB	Europe/London	5950115996697	Rhosllanerchrugog
AZ	Asia/Baku	9357231271640	Qazax
PH	Asia/Manila	1880141313448	Burgos
DZ	Africa/Algiers	1209111147119	Thenia
IN	Asia/Kolkata	1419630579685	Parola
BE	Europe/Brussels	2909415181800	Beveren
TJ	Asia/Dushanbe	5124152802352	Vahdat
NZ	Pacific/Auckland	0971116281471	Gisborne
PH	Asia/Manila	9516647148162	Jagna
CN	Asia/Shanghai	3886078496672	Jiangyan
IN	Asia/Kolkata	7200881551957	Sirsi
DE	Europe/Berlin	8556488151069	Wittenau
GB	Europe/London	7445712601207	Clacton-on-Sea
US	America/New_York	6476709524774	Lakewood
ID	Asia/Jakarta	8099653803900	Besuki
NA	Africa/Windhoek	8562301412408	Okahandja
ID	Asia/Makassar	6426773748927	Balikpapan
US	America/Chicago	3573676802843	Grand Forks
EG	Africa/Cairo	2210630708858	Alexandria
CN	Asia/Urumqi	8792992393810	Hoxtolgay
FR	Europe/Paris	0817782054059	Talence
US	America/Detroit	0004300205691	Waverly
PK	Asia/Karachi	8869230846336	Mianwali
RU	Europe/Saratov	7469849633412	Privolzhskiy
RU	Asia/Yekaterinburg	2156093164544	Beryozovsky
GB	Europe/London	7352590302204	Thetford
US	America/Chicago	7484295801741	Westchester
KR	Asia/Seoul	1094699642732	Sinhyeon
BR	America/Fortaleza	0044963438203	Pedro II
CN	Asia/Shanghai	3357670496082	Boli
TR	Europe/Istanbul	4315055995154	Sungurlu
UA	Europe/Kiev	1395130595304	Hlukhiv
RU	Asia/Yakutsk	6210158454899	Aykhal
DE	Europe/Berlin	4874812823913	Neuburg an der Donau
US	America/Chicago	6535579259688	West Des Moines
IT	Europe/Rome	3124242399245	Misterbianco
US	America/New_York	5161633646616	Massapequa
CN	Asia/Shanghai	6602973318553	Longgang
RE	Indian/Reunion	5788996701891	Saint-Denis
ES	Europe/Madrid	6138472825280	Tudela
US	America/Chicago	0855470194632	Fairview Heights
GB	Europe/London	0087126407456	Lancing
LT	Europe/Vilnius	7768996289207	Ukmerge
UA	Europe/Zaporozhye	4825422452048	Svatove
GB	Europe/London	5919593752805	Aberdeen
BR	America/Sao_Paulo	1840407301411	Palmeira
IN	Asia/Kolkata	5617331998316	Sojat
ES	Europe/Madrid	3943746417626	Caravaca
RU	Asia/Yekaterinburg	5890303636731	Kachkanar
TZ	Africa/Dar_es_Salaam	3350814324692	Nyangao
RU	Europe/Moscow	7045835885609	Bavly
LR	Africa/Monrovia	0675395322992	New Yekepa
TN	Africa/Tunis	5974652467205	Beni Khiar
IT	Europe/Rome	7558620726068	Somma Vesuviana
PT	Europe/Lisbon	1572945349234	Custoias
PK	Asia/Karachi	8181310332080	Kot Addu
IT	Europe/Rome	6061341767155	Cordenons
US	America/Boise	4896448900271	Nampa
GB	Europe/London	9286514980286	Lancing
US	America/New_York	6555383392821	Clermont
UA	Europe/Kiev	1562365072409	Nova Kakhovka
SV	America/El_Salvador	7875719369501	Sonzacate
DZ	Africa/Algiers	5689896493827	Bordj Zemoura
BG	Europe/Sofia	4856044046506	Smolyan
US	America/New_York	9607601607310	Brunswick
GB	Europe/London	3221069668933	Cowes
CG	Africa/Brazzaville	4699923736835	Brazzaville
FR	Europe/Paris	5582042505491	Marly-le-Roi
CM	Africa/Douala	8478318592951	Idenao
NL	Europe/Amsterdam	9856165272728	Culemborg
PK	Asia/Karachi	8980710616178	Sangla Hill
DE	Europe/Berlin	8666045615979	Hermsdorf
ET	Africa/Addis_Ababa	4915079181740	Debre Tabor
US	America/Los_Angeles	9310855789663	Glendale
IN	Asia/Kolkata	9948122581490	Malaut
CA	America/Toronto	8049486694398	Norfolk County
US	America/New_York	1709050856085	Fitchburg
ES	Europe/Madrid	4267371276748	Ferrol
GH	Africa/Accra	6883698115577	Tarkwa
CA	America/Toronto	5226243820372	Beaconsfield
BR	America/Sao_Paulo	6846331277667	Viradouro
IN	Asia/Kolkata	7026954841899	Gorakhpur
ID	Asia/Jakarta	9494019956242	Pameungpeuk
CN	Asia/Shanghai	8598793867532	Zaozhuang
TT	America/Port_of_Spain	2153196242858	Port of Spain
CN	Asia/Shanghai	4342966158460	Jiangyan
IT	Europe/Rome	6994625465723	Roseto degli Abruzzi
RU	Asia/Vladivostok	4818830153164	Lesozavodsk
BY	Europe/Minsk	6671007222159	Vitebsk
IN	Asia/Kolkata	3195816630545	Sojat
UA	Europe/Zaporozhye	4636011118036	Polohy
TW	Asia/Taipei	4212635511011	Magong
BE	Europe/Brussels	9491949386040	Houthalen
SO	Africa/Mogadishu	3002196329603	Kismayo
US	America/Los_Angeles	6859599372647	Troutdale
PH	Asia/Manila	6612854306241	Burgos
CU	America/Havana	0168237207651	Varadero
ID	Asia/Jakarta	2149080082587	Sukabumi
US	America/Chicago	1955850607321	Estelle
NG	Africa/Lagos	4576801465707	Yenagoa
US	America/Los_Angeles	8802277934857	Porterville
DO	America/Santo_Domingo	2378457380753	Santa Cruz de Barahona
DE	Europe/Berlin	8341615667977	Charlottenburg-Nord
GH	Africa/Accra	1773805629125	Tarkwa
ES	Europe/Madrid	9185031354573	Cardedeu
FR	Europe/Paris	4810876259107	Elbeuf
DE	Europe/Berlin	8253861245659	Finnentrop
RU	Asia/Yekaterinburg	8705334446082	Kachkanar
IN	Asia/Kolkata	3364527419439	Rajaori
US	America/Los_Angeles	7676180111275	Riverbank
MA	Africa/Casablanca	5872708768071	Oulmes
PH	Asia/Manila	8057894712719	Tupi
CL	America/Santiago	7595500256574	Chiguayante
GB	Europe/London	9880230123509	Inverness
US	America/Chicago	4453963174794	Schererville
AR	America/Argentina/Buenos_Aires	9088524295844	Barracas
US	America/New_York	3747273387373	Clermont
US	America/New_York	4829242139660	Dumont
SO	Africa/Mogadishu	8918780032734	Kismayo
IT	Europe/Rome	8804957961399	Sassari
MX	America/Mexico_City	8127811676896	Guanajuato
CN	Asia/Shanghai	1341408402065	Yingkou
CN	Asia/Shanghai	4669176562222	Xinzhou
CL	America/Santiago	9580213657730	Ovalle
JP	Asia/Tokyo	2491264926423	Annaka
US	America/Chicago	2073714992433	Bourbonnais
AU	Australia/Sydney	7928958031606	Nowra
PH	Asia/Manila	7074099134079	Dipolog
CA	America/Toronto	6266059712354	Dorval
RU	Europe/Moscow	0738463095218	Danilov
GB	Europe/London	9156568090494	East Dereham
BR	America/Sao_Paulo	0446349780263	Curitiba
US	America/Los_Angeles	6346733144821	Watsonville
US	America/Detroit	8347967529970	Canton
PH	Asia/Manila	4715053840829	Burgos
US	America/Chicago	8141832149061	Hutto
US	America/New_York	9889295240381	Acworth
RU	Europe/Moscow	8999743805657	Arzamas
IT	Europe/Rome	8859493105936	Malnate
JP	Asia/Tokyo	8462746757884	Gero
SV	America/El_Salvador	2487274231695	Ilopango
MY	Asia/Kuala_Lumpur	9079631940123	Kampung Ayer Molek
US	America/Los_Angeles	3848281374437	Bothell West
SO	Africa/Mogadishu	9453553976345	Baki
GB	Europe/London	0052856779562	Strood
KZ	Asia/Almaty	1318724991702	Otegen Batyra
IT	Europe/Rome	7410246888646	Cordenons
US	America/Los_Angeles	8800280153616	North Tustin
TR	Europe/Istanbul	4768333476331	Aksaray
DE	Europe/Berlin	8623675768505	Pfullingen
ID	Asia/Jakarta	5200099084881	Pekanbaru
BR	America/Sao_Paulo	3400225955920	Valinhos
ID	Asia/Makassar	8730589526791	Majene
IT	Europe/Rome	0304986465465	Somma Vesuviana
DE	Europe/Berlin	4868891871446	Verl
RU	Asia/Yekaterinburg	7733553138557	Tavda
ID	Asia/Jakarta	5180114258858	Jambi City
NL	Europe/Amsterdam	9765514719084	Oldenzaal
US	America/Menominee	4128539547387	Iron River
ES	Europe/Madrid	6504259407817	Baza
NG	Africa/Lagos	2407413761036	Lagos
PK	Asia/Karachi	9282696095817	Larkana
PH	Asia/Manila	3181115928810	Burgos
MX	America/Mexico_City	8096882634442	Guanajuato
IN	Asia/Kolkata	6805909174944	Gajendragarh
BR	America/Porto_Velho	4437731735127	Porto Velho
IT	Europe/Rome	0038877285466	Portogruaro
FR	Europe/Paris	9128234571828	Niort
IT	Europe/Rome	8930894068348	Somma Vesuviana
US	America/Phoenix	7800500724580	Scottsdale
BE	Europe/Brussels	4645043161842	Gembloux
GB	Europe/London	9181045413008	Rutherglen
RU	Europe/Moscow	6555541719682	Yeysk
IN	Asia/Kolkata	1887266652070	Kenda
IN	Asia/Kolkata	2139058817426	Uran
US	America/Los_Angeles	5172285462608	North Tustin
ID	Asia/Jakarta	8961384504466	Pameungpeuk
US	America/Los_Angeles	9977270938245	Pahrump
ME	Europe/Podgorica	1837317319049	Budva
SV	America/El_Salvador	5413024023286	Ilopango
AZ	Asia/Baku	5088000747045	Astara
RU	Europe/Moscow	0327078632378	Alatyr’
US	America/New_York	4680530143895	Chillum
IN	Asia/Kolkata	4048317836390	Hungund
US	America/Chicago	1221186216941	Pleasant Prairie
IN	Asia/Kolkata	9791970643168	Gariadhar
FR	Europe/Paris	5313779190915	Pamiers
VU	Pacific/Efate	5536401275150	Port-Vila
KE	Africa/Nairobi	3715669486139	Busia
XK	Europe/Belgrade	5022588494236	Glogovac
ES	Atlantic/Canary	1136249318992	Maspalomas
US	America/Chicago	8675267355013	Schererville
TR	Europe/Istanbul	4376585501864	Aksaray
PK	Asia/Karachi	0673391826926	Sangla Hill
US	America/New_York	3831018384489	New Canaan
SO	Africa/Mogadishu	2727723355832	Kismayo
US	America/New_York	9738335901402	Jersey City
CN	Asia/Shanghai	8265713676061	Jiangyan
TN	Africa/Tunis	5518228662122	Beni Khiar
TR	Europe/Istanbul	8222078260885	Mudanya
US	America/New_York	7171346380019	Newburgh
US	America/Chicago	5859907889424	Columbia Heights
DE	Europe/Berlin	7956891382974	Stade
BE	Europe/Brussels	5586796136109	Beveren
IN	Asia/Kolkata	5212697973023	Kheda
IT	Europe/Rome	6340806124475	Volla
US	America/Los_Angeles	2739197568274	Santa Maria
CN	Asia/Shanghai	8083514656569	Longgang
BR	America/Sao_Paulo	6967698844207	Santa Gertrudes
MQ	America/Martinique	9639697867057	Le Robert
RS	Europe/Belgrade	8974285685554	Sremska Mitrovica
US	America/Los_Angeles	0641045760599	Kent
ID	Asia/Jakarta	4343070625398	Wangon
RU	Asia/Vladivostok	4644165231686	Nikolayevsk-on-Amure
NZ	Pacific/Auckland	2822473194349	Timaru
JP	Asia/Tokyo	2891807738771	Nayoro
CN	Asia/Shanghai	1781659857359	Hushitai
TW	Asia/Taipei	5234303595443	Magong
BR	America/Porto_Velho	0240281770456	Porto Velho
PH	Asia/Manila	5956888147038	Calauan
GB	Europe/London	7527134682214	Exeter
JP	Asia/Tokyo	0248879673769	Kamakura
IT	Europe/Rome	0710406457895	Lanciano
FR	Europe/Paris	9271177544562	Quimper
BG	Europe/Sofia	8684741322755	Smolyan
US	America/New_York	9739884821722	Massapequa
GB	Europe/London	1058773217308	Thetford
RU	Europe/Moscow	1699815088298	Roslavl’
RU	Europe/Moscow	5145939625308	Zhukovka
IN	Asia/Kolkata	5156317176428	Pilkhua
CM	Africa/Douala	9210297548326	Mbalmayo
ES	Europe/Madrid	6818556668186	el Camp de l'Arpa del Clot
DE	Europe/Berlin	0896036489359	Bensheim
CU	America/Havana	1140378631068	Boyeros
US	Pacific/Honolulu	6344360495194	Kahului
GB	Europe/London	3392752634860	East Dereham
RU	Europe/Moscow	9487003869505	Volokolamsk
KG	Asia/Bishkek	6531926994868	Jalal-Abad
US	America/New_York	3054660612001	Massapequa
EG	Africa/Cairo	0500640770658	Alexandria
PH	Asia/Manila	9282602867033	Antipolo
CN	Asia/Shanghai	7342793310991	Changzhi
NG	Africa/Lagos	6927967686310	Efon-Alaaye
SO	Africa/Mogadishu	1498180013108	Baki
PH	Asia/Manila	5070183472852	Recodo
IN	Asia/Kolkata	8031217843908	Jashpurnagar
US	America/Los_Angeles	7915840118705	South Whittier
US	America/New_York	7515747390961	East Haven
ID	Asia/Jakarta	4621842365773	Kediri
RU	Europe/Moscow	3085562232769	Yablonovskiy
US	America/Chicago	1043115222577	Kaukauna
BR	America/Sao_Paulo	8619055786016	Santa Gertrudes
CN	Asia/Shanghai	6707123321183	Tianfu
IN	Asia/Kolkata	8306598007493	Kalavoor
MX	America/Merida	0237423456194	Progreso
DE	Europe/Berlin	1119944225017	Reutlingen
GN	Africa/Conakry	3791883844085	Camayenne
BR	America/Sao_Paulo	1106589352208	Marau
US	America/New_York	8121603725632	Collinwood
US	America/New_York	2754142537280	Palm Valley
SE	Europe/Stockholm	4292701306215	Boo
UA	Europe/Kiev	6267928744841	Kherson
US	Pacific/Honolulu	7487625868506	Kahului
RU	Asia/Vladivostok	8559727133659	Lesozavodsk
GB	Europe/London	6524357337335	Winsford
NL	Europe/Amsterdam	6801426095144	Tongelre
RU	Europe/Moscow	9649382538902	Stupino
IT	Europe/Rome	3908040501662	Campobasso
US	America/New_York	6980735173702	West Chester
US	America/New_York	4440425200252	Morningside Heights
US	America/Los_Angeles	2140243101817	Keizer
IN	Asia/Kolkata	9522525845146	Sathyamangalam
US	America/Los_Angeles	3443437308559	Camarillo
UZ	Asia/Samarkand	7261498792768	Jizzax
AU	Australia/Perth	9135109572477	Perth
US	America/New_York	8424017602194	Brunswick
IN	Asia/Kolkata	1660314320592	Calangute
MY	Asia/Kuala_Lumpur	2948322287779	Ulu Tiram
CN	Asia/Shanghai	1837073065914	Jiangyan
US	America/New_York	1004192408520	Jersey City
BE	Europe/Brussels	7171819854078	Mouscron
JP	Asia/Tokyo	0332592179735	Inawashiro
MA	Africa/Casablanca	1879380467197	Temara
IT	Europe/Rome	7397685255300	Francavilla Fontana
CN	Asia/Shanghai	0392266177436	Sishui
IN	Asia/Kolkata	7079710048025	Kangayam
MA	Africa/Casablanca	4306692650797	Temara
US	America/Detroit	1751565084088	Canton
AR	America/Argentina/Buenos_Aires	2523219229379	Barracas
MY	Asia/Kuching	7676869342259	Donggongon
GB	Europe/London	7230581431945	Blackpool
DE	Europe/Berlin	9422618324902	Korschenbroich
IE	Europe/Dublin	2656936127298	Athlone
UG	Africa/Kampala	3766313095672	Paidha
US	America/New_York	9450466310938	New Canaan
US	America/New_York	5436505511263	Punta Gorda Isles
US	America/Los_Angeles	6522318921418	Norco
AU	Australia/Brisbane	0690818257569	Carindale
BR	America/Fortaleza	9690552832511	Guaraciaba do Norte
DE	Europe/Berlin	2708840647345	Hofheim am Taunus
BR	America/Sao_Paulo	4441507167494	Pato Branco
AO	Africa/Luanda	5625634948945	Luena
BY	Europe/Minsk	3800779238331	Novogrudok
CA	America/Vancouver	9759788645248	Vernon
FI	Europe/Helsinki	6580691921760	Kallio
IL	Asia/Jerusalem	2833318275840	Ramla
US	America/Indiana/Indianapolis	2797138222814	Greenfield
CN	Asia/Shanghai	9545717895194	Changzhi
IT	Europe/Rome	5556260199916	Catania
CO	America/Bogota	5759445930780	Villa del Rosario
GB	Europe/London	3909015122066	Winsford
JP	Asia/Tokyo	6666257647777	Namerikawa
US	America/Chicago	6401817017009	Tyler
CN	Asia/Shanghai	0849102406149	Dongdu
BR	America/Sao_Paulo	5430289444571	Loanda
US	America/New_York	9935341091923	Malden
CU	America/Havana	6649550795444	Boyeros
DE	Europe/Berlin	0435019965147	Finnentrop
RU	Europe/Moscow	9071781251838	Tver
US	America/Chicago	6015121097499	Tupelo
RU	Europe/Moscow	5431711704065	Solntsevo
ES	Europe/Madrid	5336015502792	Reus
PL	Europe/Warsaw	7724029461538	Reda
BD	Asia/Dhaka	4727095923873	Kushtia
US	America/Chicago	0989265146787	Brentwood Estates
US	America/Los_Angeles	7505559262730	Davis
KR	Asia/Seoul	0097097392316	Hongseong
IN	Asia/Kolkata	8356569139098	Dalsingh Sarai
GB	Europe/London	6600041474736	Devizes
BR	America/Sao_Paulo	0019759628670	Carlos Barbosa
US	America/New_York	9226155899295	Lebanon
US	America/New_York	2633047622782	Taunton
US	America/Chicago	7306806766359	Westchester
CN	Asia/Shanghai	3768930239408	Shaowu
PL	Europe/Warsaw	2120805721615	Reda
ID	Asia/Jakarta	6923815401791	Muncar
BR	America/Sao_Paulo	4263397469386	Itaperuna
US	America/New_York	0608761528131	Peabody
RU	Europe/Moscow	2361610286252	Naro-Fominsk
US	America/Los_Angeles	2329037966300	Redding
SO	Africa/Mogadishu	1736162025368	Kismayo
RU	Asia/Yekaterinburg	3467520186992	Beryozovsky
RU	Asia/Yekaterinburg	5744298781245	Kachkanar
US	America/New_York	3876464447814	Scarsdale
JP	Asia/Tokyo	4123582529441	Hakodate
KZ	Asia/Aqtobe	5187461007627	Shalqar
US	America/Chicago	0819338647746	Muskogee
GH	Africa/Accra	7893258235644	Bibiani
PK	Asia/Karachi	8811424192590	Qadirpur Ran
CN	Asia/Shanghai	9795502504231	Longgang
US	America/Chicago	9343988336831	South Lawndale
RU	Europe/Moscow	3308303676678	Kireyevsk
MG	Indian/Antananarivo	2689593561990	Ikalamavony
ES	Europe/Madrid	0499074119020	Baza
TH	Asia/Bangkok	9537971020313	Nakhon Pathom
TN	Africa/Tunis	0858254093756	El Alia
CN	Asia/Shanghai	5424888047974	Sishui
CN	Asia/Shanghai	7206199090102	Zhoucun
ID	Asia/Makassar	5205570277684	Balikpapan
IN	Asia/Kolkata	3569519058010	Sojat
FR	Europe/Paris	0141034746141	Gonesse
DE	Europe/Berlin	3270340287158	Zeitz
KE	Africa/Nairobi	0364009046408	Lodwar
US	America/Chicago	6282356204613	Estelle
IN	Asia/Kolkata	5680778800085	Adra
FR	Europe/Paris	0025412762490	Fontenay-aux-Roses
ES	Europe/Madrid	8251688568548	San Juan de Aznalfarache
RU	Europe/Moscow	4100829139946	Petrozavodsk
JP	Asia/Tokyo	0267919962649	Ueno-ebisumachi
CN	Asia/Shanghai	0339648989409	Xiangtan
CN	Asia/Shanghai	8807242012509	Ulanhot
PL	Europe/Warsaw	0167408697055	Brzeg
BY	Europe/Minsk	2992165462701	Dobrush
CD	Africa/Lubumbashi	0587185184942	Yangambi
ES	Europe/Madrid	4465429083144	Ferrol
ES	Europe/Madrid	2565897711555	Palafrugell
RU	Asia/Krasnoyarsk	1197088375683	Lesosibirsk
PK	Asia/Karachi	6875696398199	Mianwali
ES	Europe/Madrid	2214054122269	Puertollano
RU	Europe/Moscow	9430142731806	Tyoply Stan
IT	Europe/Rome	8717299264083	Catania
US	America/Chicago	9304340320394	Hutchinson
CA	America/Vancouver	7942543390138	Vernon
BR	America/Belem	0984647890982	Soure
IN	Asia/Kolkata	3050225270068	Bhayandar
TH	Asia/Bangkok	3921733393559	Bang Ban
NI	America/Managua	4939359480958	Jinotepe
IN	Asia/Kolkata	0211140158722	Rangia
KZ	Asia/Almaty	0480006046347	Zaysan
IN	Asia/Kolkata	3431802712209	Teghra
US	America/Los_Angeles	1742026243519	Norco
IT	Europe/Rome	0424242584171	Montecchio Maggiore-Alte Ceccato
DZ	Africa/Algiers	1896928631919	Messaad
US	America/Los_Angeles	6327634905476	Bothell
ES	Europe/Madrid	1324701833064	Talavera de la Reina
CM	Africa/Douala	9320557791611	Idenao
BG	Europe/Sofia	4106267594477	Smolyan
BR	America/Sao_Paulo	6886542655977	Guapimirim
US	America/Chicago	9999296413643	Estelle
US	America/Chicago	3080384714301	Grand Forks
FI	Europe/Helsinki	9548199040748	Espoo
HR	Europe/Zagreb	5117732471284	Split
US	America/Los_Angeles	3337693578484	Norco
GH	Africa/Accra	7791998016434	Tarkwa
RU	Asia/Novokuznetsk	2590228858180	Yashkino
IT	Europe/Rome	9923855273829	Cordenons
NG	Africa/Lagos	6440460178323	Nkpor
CO	America/Bogota	0531714146178	Villa del Rosario
JP	Asia/Tokyo	4429378011276	Gero
BR	America/Manaus	6476455326561	Itacoatiara
JP	Asia/Tokyo	9202737646198	Okegawa
IN	Asia/Kolkata	5637069865766	Narwar
IE	Europe/Dublin	0965137734719	Athlone
IT	Europe/Rome	8121787895510	Perugia
